transaction_id,customer_id,transaction_date,amount,product_category,year_month,day_of_week
20278,18,2019-01-02,47.534235777638834,Clothing,2019-01,2
22283,676,2019-01-02,29.9949022415021,Beauty,2019-01,2
22330,587,2019-01-02,160.15192858710014,Clothing,2019-01,2
15694,963,2019-01-02,162.6847258785802,Beauty,2019-01,2
33944,297,2019-01-02,154.66271058427557,Clothing,2019-01,2
9033,399,2019-01-02,7.809893835852496,Clothing,2019-01,2
48637,876,2019-01-02,61.104131734402586,Beauty,2019-01,2
26453,270,2019-01-02,97.29271189056703,Clothing,2019-01,2
34223,685,2019-01-02,58.314109211473216,Clothing,2019-01,2
12906,543,2019-01-02,4.398868658583286,Clothing,2019-01,2
23953,468,2019-01-02,36.58871017771405,Beauty,2019-01,2
27111,180,2019-01-02,31.520840620502728,Home,2019-01,2
39479,507,2019-01-02,36.59771954289852,Home,2019-01,2
27870,179,2019-01-02,540.5502173168804,Electronics,2019-01,2
48231,509,2019-01-02,178.42043745906443,Clothing,2019-01,2
30796,842,2019-01-02,247.3708028204012,Food,2019-01,2
27800,767,2019-01-02,62.98599516876901,Clothing,2019-01,2
20705,774,2019-01-02,151.2562369768014,Food,2019-01,2
27310,996,2019-01-02,72.33322034104029,Home,2019-01,2
7044,518,2019-01-02,38.91187949169629,Beauty,2019-01,2
43294,958,2019-01-02,14.587204660519763,Electronics,2019-01,2
23688,155,2019-01-02,140.31817814980204,Electronics,2019-01,2
30936,257,2019-01-02,117.3117103978171,Electronics,2019-01,2
18685,111,2019-01-02,501.1790706463403,Clothing,2019-01,2
27496,93,2019-01-02,31.70032132181773,Electronics,2019-01,2
30469,536,2019-01-02,26.38973967938142,Electronics,2019-01,2
39749,200,2019-01-02,19.522248913879416,Clothing,2019-01,2
36069,4,2019-01-02,9.920180160147147,Home,2019-01,2
19595,630,2019-01-02,6.617734624987886,Food,2019-01,2
10940,991,2019-01-02,154.7730565705261,Food,2019-01,2
21127,849,2019-01-02,26.07193937401481,Home,2019-01,2
14614,87,2019-01-02,89.79865199415401,Electronics,2019-01,2
39929,519,2019-01-02,44.10751676727977,Clothing,2019-01,2
32949,440,2019-01-02,48.6004464359657,Electronics,2019-01,2
36331,758,2019-01-02,47.50165619850579,Beauty,2019-01,2
19598,195,2019-01-02,17.057237369847854,Home,2019-01,2
723,631,2019-01-02,422.43370340469545,Food,2019-01,2
44233,943,2019-01-02,53.226511674042975,Food,2019-01,2
24172,370,2019-01-02,35.45838943521239,Electronics,2019-01,2
49179,943,2019-01-02,57.430158414156296,Clothing,2019-01,2
12409,122,2019-01-03,1.5004160856487951,Clothing,2019-01,3
3248,541,2019-01-03,169.01211280220878,Home,2019-01,3
2661,554,2019-01-03,289.62143498903,Home,2019-01,3
30126,607,2019-01-03,12.25288355869442,Food,2019-01,3
41414,937,2019-01-03,273.8004780723884,Home,2019-01,3
12356,220,2019-01-03,125.47074557697394,Electronics,2019-01,3
7188,542,2019-01-03,14.61072149374524,Clothing,2019-01,3
19158,200,2019-01-03,9.318513640724255,Clothing,2019-01,3
34256,218,2019-01-03,292.9018276613036,Beauty,2019-01,3
29055,659,2019-01-03,36.60394219615327,Clothing,2019-01,3
3242,249,2019-01-03,20.745821302311384,Home,2019-01,3
30313,571,2019-01-03,56.217168599661896,Beauty,2019-01,3
16310,79,2019-01-03,19.37231969106263,Food,2019-01,3
47712,944,2019-01-03,78.05918540671404,Clothing,2019-01,3
22934,585,2019-01-03,28.406788192323315,Clothing,2019-01,3
21999,788,2019-01-03,191.1385598637645,Electronics,2019-01,3
9788,931,2019-01-03,28.743460847148,Electronics,2019-01,3
41939,943,2019-01-03,8.82060811217784,Clothing,2019-01,3
37037,523,2019-01-03,45.42901621115212,Home,2019-01,3
32439,601,2019-01-03,7.5337401993763855,Beauty,2019-01,3
35251,954,2019-01-03,170.10685374320457,Food,2019-01,3
13981,590,2019-01-03,21.069975337585184,Beauty,2019-01,3
24012,112,2019-01-03,257.7277312863338,Beauty,2019-01,3
12712,761,2019-01-03,103.1775053657273,Electronics,2019-01,3
16266,746,2019-01-03,53.74024859949412,Beauty,2019-01,3
36892,190,2019-01-03,9.941177925791663,Electronics,2019-01,3
36623,890,2019-01-03,122.3695582320712,Food,2019-01,3
1270,222,2019-01-03,6.875944554578028,Beauty,2019-01,3
30350,489,2019-01-03,203.8040363093481,Clothing,2019-01,3
8520,464,2019-01-03,88.86281603054358,Food,2019-01,3
11403,504,2019-01-03,19.573725886602563,Food,2019-01,3
46238,530,2019-01-03,9.363826506901203,Clothing,2019-01,3
27952,557,2019-01-03,27.381958986905808,Clothing,2019-01,3
46235,433,2019-01-03,146.04228167956362,Electronics,2019-01,3
27994,866,2019-01-03,55.492583266185655,Clothing,2019-01,3
20902,765,2019-01-03,61.19626416547822,Home,2019-01,3
38432,548,2019-01-03,64.17481362499285,Clothing,2019-01,3
38429,281,2019-01-03,4.954941400924673,Beauty,2019-01,3
2181,929,2019-01-03,45.229533496765306,Electronics,2019-01,3
33833,993,2019-01-03,27.77335873112604,Food,2019-01,3
18998,482,2019-01-03,102.56384488232152,Home,2019-01,3
49840,878,2019-01-03,307.63478341095305,Electronics,2019-01,3
11948,208,2019-01-03,34.003280487974074,Clothing,2019-01,3
40797,341,2019-01-03,68.05383473495253,Beauty,2019-01,3
16119,441,2019-01-03,18.565142093516656,Electronics,2019-01,3
7201,77,2019-01-03,20.72032726382498,Beauty,2019-01,3
32491,356,2019-01-03,95.1552458596316,Clothing,2019-01,3
47837,432,2019-01-03,26.024030371770216,Home,2019-01,3
31640,333,2019-01-04,26.54340435203132,Beauty,2019-01,4
8079,822,2019-01-04,8.213458126892501,Electronics,2019-01,4
35039,106,2019-01-04,69.01921671614716,Clothing,2019-01,4
34165,721,2019-01-04,101.58488428476828,Clothing,2019-01,4
44295,864,2019-01-04,44.13400548011607,Food,2019-01,4
49867,519,2019-01-04,178.94705223056977,Electronics,2019-01,4
36501,246,2019-01-04,9.322991343186382,Beauty,2019-01,4
717,910,2019-01-04,42.60166753212548,Home,2019-01,4
12850,372,2019-01-04,73.15590603877403,Home,2019-01,4
49738,376,2019-01-04,245.21874310505,Food,2019-01,4
49860,752,2019-01-04,67.75191272014854,Clothing,2019-01,4
30076,854,2019-01-04,20.614004614495386,Electronics,2019-01,4
454,938,2019-01-04,23.83878262379343,Clothing,2019-01,4
6616,364,2019-01-04,110.28225277018277,Home,2019-01,4
34858,638,2019-01-04,224.93706588363855,Electronics,2019-01,4
11891,764,2019-01-04,61.80012730928744,Food,2019-01,4
47802,554,2019-01-04,92.93226146791986,Electronics,2019-01,4
38284,754,2019-01-04,41.32375338020245,Clothing,2019-01,4
38560,732,2019-01-04,50.77079080042246,Food,2019-01,4
18053,268,2019-01-04,39.20876711580983,Home,2019-01,4
19656,170,2019-01-04,79.16842352764058,Home,2019-01,4
43762,117,2019-01-04,99.04467164462964,Beauty,2019-01,4
49415,218,2019-01-04,22.055782619871955,Beauty,2019-01,4
13386,649,2019-01-04,16.809167482921094,Electronics,2019-01,4
20463,323,2019-01-04,43.047324641175685,Clothing,2019-01,4
13362,281,2019-01-04,10.710047231551822,Clothing,2019-01,4
3251,939,2019-01-04,73.36383342717647,Food,2019-01,4
19731,864,2019-01-04,61.25527486757157,Food,2019-01,4
20769,441,2019-01-04,336.85844235365454,Beauty,2019-01,4
2240,259,2019-01-04,29.962623437623567,Home,2019-01,4
35292,202,2019-01-04,1.3429248941770302,Food,2019-01,4
4350,118,2019-01-04,67.88084310413628,Food,2019-01,4
19992,140,2019-01-04,55.2498185196568,Clothing,2019-01,4
27935,807,2019-01-04,61.60590285827018,Clothing,2019-01,4
1939,661,2019-01-04,24.29918796118584,Beauty,2019-01,4
13116,776,2019-01-04,75.49238732644966,Beauty,2019-01,4
27975,937,2019-01-04,195.4537554583314,Electronics,2019-01,4
41193,323,2019-01-04,19.678472142056272,Beauty,2019-01,4
26757,149,2019-01-04,259.40343149966213,Clothing,2019-01,4
49963,829,2019-01-04,133.12013392184616,Food,2019-01,4
18900,60,2019-01-04,39.85927378021152,Home,2019-01,4
38402,229,2019-01-04,25.883171038636057,Electronics,2019-01,4
26157,293,2019-01-04,117.2623317242158,Home,2019-01,4
25844,510,2019-01-04,63.604401804050326,Food,2019-01,4
16229,390,2019-01-04,369.0133830186877,Food,2019-01,4
24690,465,2019-01-04,287.9904857490052,Food,2019-01,4
21625,770,2019-01-04,62.36967160470613,Clothing,2019-01,4
28792,103,2019-01-04,4.610545470852354,Beauty,2019-01,4
18257,441,2019-01-04,26.8325269347738,Home,2019-01,4
25008,284,2019-01-04,17.130202596468344,Home,2019-01,4
32539,399,2019-01-04,60.443467557702846,Home,2019-01,4
22081,889,2019-01-04,45.690119866841215,Beauty,2019-01,4
4123,943,2019-01-04,56.46757896331029,Food,2019-01,4
48852,949,2019-01-04,33.51967390218908,Food,2019-01,4
15124,156,2019-01-04,29.789033734917005,Clothing,2019-01,4
47739,1000,2019-01-04,13.71142334391836,Clothing,2019-01,4
2660,703,2019-01-04,57.65728323447438,Food,2019-01,4
32295,729,2019-01-04,74.69427049757522,Food,2019-01,4
6093,842,2019-01-04,51.15955978744953,Food,2019-01,4
40772,851,2019-01-04,66.59187635471841,Home,2019-01,4
16486,463,2019-01-05,37.24484102559021,Electronics,2019-01,5
11238,600,2019-01-05,29.779273536905524,Food,2019-01,5
34634,861,2019-01-05,206.5326219684585,Home,2019-01,5
33066,264,2019-01-05,15.217290024424678,Food,2019-01,5
36372,856,2019-01-05,100.10339250511018,Clothing,2019-01,5
35562,169,2019-01-05,66.09221666863864,Food,2019-01,5
32009,186,2019-01-05,82.06797893917742,Electronics,2019-01,5
9410,513,2019-01-05,276.63034386839763,Food,2019-01,5
31520,472,2019-01-05,35.264389582950336,Home,2019-01,5
16220,598,2019-01-05,25.01265237018429,Clothing,2019-01,5
9356,487,2019-01-05,17.49142514343873,Beauty,2019-01,5
41258,82,2019-01-05,129.0310349763006,Food,2019-01,5
15066,9,2019-01-05,565.0263747655866,Beauty,2019-01,5
47395,614,2019-01-05,9.5769433183883,Beauty,2019-01,5
23910,806,2019-01-05,17.74472838592376,Food,2019-01,5
8857,381,2019-01-05,143.0085186774234,Electronics,2019-01,5
15354,679,2019-01-05,113.2062441830672,Beauty,2019-01,5
19844,209,2019-01-05,48.1763274181602,Clothing,2019-01,5
37805,221,2019-01-05,31.861734341190047,Food,2019-01,5
48373,922,2019-01-05,160.18804818249785,Home,2019-01,5
33449,928,2019-01-05,62.05018268959389,Clothing,2019-01,5
23672,914,2019-01-05,114.6167524712858,Electronics,2019-01,5
32227,492,2019-01-05,62.97748490277296,Food,2019-01,5
36384,316,2019-01-05,28.69871191659157,Clothing,2019-01,5
21783,358,2019-01-05,20.61540155124339,Food,2019-01,5
6774,600,2019-01-05,83.24881922962952,Food,2019-01,5
42385,370,2019-01-05,27.103293957458195,Beauty,2019-01,5
28180,397,2019-01-05,79.24740603394282,Beauty,2019-01,5
16641,835,2019-01-05,22.063453667983502,Home,2019-01,5
38227,787,2019-01-05,53.75316853997317,Electronics,2019-01,5
7487,892,2019-01-05,103.55990306872025,Beauty,2019-01,5
16543,752,2019-01-05,14.915149094876089,Food,2019-01,5
32738,663,2019-01-05,54.777729511148905,Electronics,2019-01,5
25883,75,2019-01-05,41.71899553818183,Home,2019-01,5
604,763,2019-01-05,461.3241896693792,Food,2019-01,5
41964,753,2019-01-05,31.84308334604371,Home,2019-01,5
12744,256,2019-01-05,129.58859464089633,Electronics,2019-01,5
10781,581,2019-01-05,118.48086457719258,Home,2019-01,5
34010,764,2019-01-05,88.9737226259595,Clothing,2019-01,5
15899,292,2019-01-05,109.3169694529554,Clothing,2019-01,5
38140,614,2019-01-05,195.2664598247388,Food,2019-01,5
21048,126,2019-01-05,6.009124197941481,Home,2019-01,5
10386,929,2019-01-05,150.520854865079,Electronics,2019-01,5
4017,90,2019-01-05,5.336942002079626,Beauty,2019-01,5
1244,285,2019-01-05,23.76732266656932,Electronics,2019-01,5
12037,484,2019-01-06,75.72930409703277,Clothing,2019-01,6
23679,554,2019-01-06,43.19881574309088,Electronics,2019-01,6
12167,811,2019-01-06,109.359174302287,Home,2019-01,6
27459,733,2019-01-06,62.67929770486279,Beauty,2019-01,6
471,908,2019-01-06,34.45959909578945,Electronics,2019-01,6
17441,21,2019-01-06,44.23788545577061,Food,2019-01,6
451,884,2019-01-06,165.9315645994847,Electronics,2019-01,6
41183,586,2019-01-06,12.548479605655814,Electronics,2019-01,6
26242,901,2019-01-06,261.59212154945493,Home,2019-01,6
27398,965,2019-01-06,85.64028266326609,Beauty,2019-01,6
23628,61,2019-01-06,45.91139299101291,Home,2019-01,6
19403,216,2019-01-06,131.1178482843066,Beauty,2019-01,6
996,101,2019-01-06,166.09066517550934,Clothing,2019-01,6
47920,765,2019-01-06,54.2455765552368,Food,2019-01,6
37691,273,2019-01-06,18.400247936888928,Electronics,2019-01,6
35941,959,2019-01-06,100.58949460950508,Electronics,2019-01,6
1157,669,2019-01-06,50.88150704510932,Electronics,2019-01,6
12135,232,2019-01-06,13.246890220957482,Electronics,2019-01,6
15768,290,2019-01-06,191.16211058561845,Electronics,2019-01,6
40239,373,2019-01-06,58.50721111687511,Food,2019-01,6
1109,658,2019-01-06,98.79599889220698,Clothing,2019-01,6
5657,421,2019-01-06,12.50080439483179,Home,2019-01,6
28044,779,2019-01-06,306.0097634118802,Clothing,2019-01,6
37075,429,2019-01-06,62.19554292474704,Clothing,2019-01,6
17619,14,2019-01-06,309.117473377906,Clothing,2019-01,6
42429,920,2019-01-06,31.550908152089875,Home,2019-01,6
4118,769,2019-01-06,35.51835116932846,Clothing,2019-01,6
4121,813,2019-01-06,4.422271549377444,Food,2019-01,6
28839,67,2019-01-06,161.95058628988772,Home,2019-01,6
24818,614,2019-01-06,238.477530958635,Clothing,2019-01,6
12509,811,2019-01-06,16.64651812895161,Home,2019-01,6
43237,690,2019-01-06,22.668196033980006,Food,2019-01,6
11077,962,2019-01-06,19.970541647145645,Beauty,2019-01,6
48258,296,2019-01-06,43.73551271850393,Electronics,2019-01,6
48774,434,2019-01-06,149.54513017115227,Home,2019-01,6
26655,733,2019-01-06,49.83344829083008,Beauty,2019-01,6
25129,611,2019-01-06,17.557493766179,Clothing,2019-01,6
2481,707,2019-01-06,7.204922638748861,Food,2019-01,6
32500,931,2019-01-06,25.627154807994454,Electronics,2019-01,6
2729,76,2019-01-06,53.33887903585181,Home,2019-01,6
32113,33,2019-01-06,142.23143071557294,Beauty,2019-01,6
21322,839,2019-01-06,136.5736847815151,Electronics,2019-01,6
13863,870,2019-01-06,34.69603069840133,Beauty,2019-01,6
8505,511,2019-01-06,13.954991925323334,Home,2019-01,6
2981,464,2019-01-06,40.43161680108565,Beauty,2019-01,6
32542,928,2019-01-06,82.12976825535634,Food,2019-01,6
31622,11,2019-01-06,143.485214915682,Electronics,2019-01,6
22840,409,2019-01-06,43.53362061891363,Clothing,2019-01,6
8380,715,2019-01-06,33.68617771118789,Clothing,2019-01,6
9174,147,2019-01-06,185.1727923314648,Clothing,2019-01,6
17416,202,2019-01-06,83.41419514801257,Electronics,2019-01,6
2932,581,2019-01-06,49.81281345205077,Food,2019-01,6
49542,90,2019-01-06,13.196477028383049,Home,2019-01,6
44794,337,2019-01-07,36.64851607602861,Clothing,2019-01,0
24990,41,2019-01-07,88.02133111749242,Beauty,2019-01,0
6511,738,2019-01-07,73.16390559589323,Home,2019-01,0
32052,528,2019-01-07,52.11573836980457,Home,2019-01,0
2508,917,2019-01-07,35.72182644918176,Clothing,2019-01,0
43887,438,2019-01-07,30.23525905982921,Home,2019-01,0
15492,459,2019-01-07,216.28946408562487,Clothing,2019-01,0
36813,366,2019-01-07,23.28551018461379,Electronics,2019-01,0
17800,125,2019-01-07,80.29304385787542,Clothing,2019-01,0
22605,724,2019-01-07,66.38730179350202,Home,2019-01,0
36318,34,2019-01-07,21.51371721716862,Food,2019-01,0
7576,592,2019-01-07,27.04796763986904,Food,2019-01,0
30000,365,2019-01-07,21.98494372791753,Home,2019-01,0
12283,593,2019-01-07,4.87671751697224,Electronics,2019-01,0
10352,132,2019-01-07,131.3904099382181,Food,2019-01,0
20446,723,2019-01-07,10.878076453969571,Home,2019-01,0
14733,166,2019-01-07,57.40303518996751,Electronics,2019-01,0
33184,296,2019-01-07,72.76931831694306,Food,2019-01,0
15794,138,2019-01-07,516.0027857177413,Food,2019-01,0
39900,459,2019-01-07,206.76578373561276,Beauty,2019-01,0
40132,558,2019-01-07,34.93674723539872,Electronics,2019-01,0
20983,989,2019-01-07,79.02634069624308,Beauty,2019-01,0
26528,194,2019-01-07,31.306604208521325,Electronics,2019-01,0
28427,373,2019-01-07,18.761165257996776,Beauty,2019-01,0
38242,223,2019-01-07,67.47218990648767,Electronics,2019-01,0
18983,925,2019-01-07,325.768971678724,Clothing,2019-01,0
40600,862,2019-01-07,111.31840439282033,Home,2019-01,0
2258,639,2019-01-07,29.08950801790042,Electronics,2019-01,0
6018,183,2019-01-07,4.353462649926284,Home,2019-01,0
7922,923,2019-01-07,130.66460383611755,Beauty,2019-01,0
45435,665,2019-01-07,69.2012227663526,Clothing,2019-01,0
41176,349,2019-01-07,16.56215157516125,Home,2019-01,0
37708,666,2019-01-07,41.77949705945379,Home,2019-01,0
44167,492,2019-01-07,27.550411242709217,Beauty,2019-01,0
10296,549,2019-01-07,165.21117700911188,Electronics,2019-01,0
47387,323,2019-01-07,6.499056662235971,Clothing,2019-01,0
824,796,2019-01-07,59.34580347264444,Electronics,2019-01,0
43624,845,2019-01-07,41.55374641559556,Clothing,2019-01,0
31007,517,2019-01-07,69.02224434452343,Home,2019-01,0
35650,877,2019-01-07,136.74103519148605,Food,2019-01,0
43747,575,2019-01-07,11.683081369461876,Clothing,2019-01,0
17355,991,2019-01-08,821.6193316720972,Electronics,2019-01,1
47877,222,2019-01-08,92.31931966824624,Beauty,2019-01,1
37732,290,2019-01-08,137.71350109892785,Food,2019-01,1
35699,63,2019-01-08,59.40426314472107,Clothing,2019-01,1
23458,150,2019-01-08,104.58830621886808,Clothing,2019-01,1
25670,340,2019-01-08,7.045347364530792,Home,2019-01,1
6262,539,2019-01-08,56.44541572430557,Clothing,2019-01,1
29382,160,2019-01-08,295.0423947797529,Food,2019-01,1
34445,58,2019-01-08,194.4693587990972,Electronics,2019-01,1
34461,74,2019-01-08,34.74659471388704,Food,2019-01,1
1462,132,2019-01-08,57.32716610615083,Food,2019-01,1
1594,482,2019-01-08,153.4062643569267,Clothing,2019-01,1
19286,79,2019-01-08,133.21982224726193,Beauty,2019-01,1
31955,471,2019-01-08,132.98844299332086,Food,2019-01,1
30946,846,2019-01-08,57.20108374862362,Clothing,2019-01,1
9028,328,2019-01-08,22.35033452356928,Food,2019-01,1
6579,336,2019-01-08,157.72818556494312,Beauty,2019-01,1
47560,475,2019-01-08,140.23956190216464,Home,2019-01,1
47557,912,2019-01-08,34.05789997612363,Beauty,2019-01,1
7522,703,2019-01-08,146.8898873117541,Beauty,2019-01,1
42675,292,2019-01-08,28.91387417413006,Home,2019-01,1
13890,686,2019-01-08,26.32090133516551,Home,2019-01,1
15430,917,2019-01-08,137.60347216365955,Electronics,2019-01,1
7449,70,2019-01-08,72.73846625907775,Food,2019-01,1
4532,302,2019-01-08,516.9027672416321,Electronics,2019-01,1
18002,771,2019-01-08,112.48023337281694,Food,2019-01,1
42468,176,2019-01-08,27.167827871741583,Clothing,2019-01,1
11747,494,2019-01-08,50.12658414751125,Beauty,2019-01,1
9606,673,2019-01-08,4.359899335348337,Food,2019-01,1
48529,276,2019-01-08,13.843387548647094,Electronics,2019-01,1
21044,123,2019-01-08,47.29309316231684,Beauty,2019-01,1
32826,112,2019-01-08,57.54547094069712,Food,2019-01,1
27913,290,2019-01-08,100.96823321095096,Clothing,2019-01,1
39317,239,2019-01-08,65.19871911785648,Food,2019-01,1
48211,615,2019-01-08,132.07050669966048,Food,2019-01,1
5102,156,2019-01-08,123.36607303100452,Electronics,2019-01,1
32787,500,2019-01-08,9.723655824208857,Beauty,2019-01,1
5884,361,2019-01-08,96.45124350425746,Home,2019-01,1
21326,692,2019-01-08,75.21451077541022,Home,2019-01,1
27914,879,2019-01-08,7.775187865152561,Clothing,2019-01,1
13954,13,2019-01-09,34.71526128385061,Electronics,2019-01,2
17198,875,2019-01-09,12.89083094237467,Home,2019-01,2
22335,161,2019-01-09,11.030935540198962,Home,2019-01,2
35525,706,2019-01-09,22.961225297380675,Clothing,2019-01,2
28736,22,2019-01-09,35.43775463634041,Home,2019-01,2
46593,86,2019-01-09,76.62756851350917,Home,2019-01,2
19816,182,2019-01-09,140.1449421069684,Food,2019-01,2
24576,903,2019-01-09,52.3021762556133,Electronics,2019-01,2
44386,764,2019-01-09,64.14287936382897,Food,2019-01,2
13771,644,2019-01-09,209.55093182508517,Home,2019-01,2
39108,328,2019-01-09,101.8532731437346,Beauty,2019-01,2
15906,724,2019-01-09,58.48055035620983,Beauty,2019-01,2
24606,898,2019-01-09,14.21521543022418,Clothing,2019-01,2
20900,252,2019-01-09,240.26938901600383,Electronics,2019-01,2
32083,668,2019-01-09,13.953260126040886,Home,2019-01,2
12634,701,2019-01-09,50.38005081178713,Home,2019-01,2
4721,254,2019-01-09,92.2807112021732,Home,2019-01,2
6029,328,2019-01-09,11.737534049404417,Home,2019-01,2
32708,187,2019-01-09,54.8767047486666,Clothing,2019-01,2
25815,241,2019-01-09,10.68125268394477,Home,2019-01,2
10526,853,2019-01-09,135.30502416469744,Home,2019-01,2
30217,122,2019-01-09,54.28446478291124,Home,2019-01,2
2172,799,2019-01-09,62.79250857630357,Beauty,2019-01,2
49899,219,2019-01-09,197.50919935016992,Clothing,2019-01,2
44894,80,2019-01-09,37.5781740036549,Food,2019-01,2
35451,874,2019-01-09,36.55444956707019,Food,2019-01,2
14650,203,2019-01-09,93.73033961880007,Beauty,2019-01,2
34381,115,2019-01-09,15.007039102487028,Electronics,2019-01,2
11708,962,2019-01-09,64.3312793989412,Home,2019-01,2
46692,605,2019-01-09,104.77272146844824,Home,2019-01,2
33617,427,2019-01-09,40.41387790899631,Home,2019-01,2
25041,436,2019-01-09,56.27066412847956,Electronics,2019-01,2
48108,887,2019-01-09,24.50206367097097,Beauty,2019-01,2
7626,207,2019-01-09,788.7117855969101,Beauty,2019-01,2
13594,100,2019-01-09,145.9779306244483,Food,2019-01,2
4456,770,2019-01-09,48.24997153172274,Beauty,2019-01,2
44147,894,2019-01-09,169.27035945703713,Food,2019-01,2
44126,956,2019-01-09,91.34365612616432,Electronics,2019-01,2
370,58,2019-01-09,27.329224718673768,Food,2019-01,2
6791,891,2019-01-09,29.76049929679203,Electronics,2019-01,2
13092,555,2019-01-09,191.25373926380007,Electronics,2019-01,2
24211,353,2019-01-09,67.05819767859538,Electronics,2019-01,2
35207,468,2019-01-09,13.134684943388278,Clothing,2019-01,2
24229,414,2019-01-09,21.4835209966668,Clothing,2019-01,2
13118,429,2019-01-09,84.57267247537874,Beauty,2019-01,2
1495,295,2019-01-09,11.36790680347495,Food,2019-01,2
30704,414,2019-01-09,7.63367444527636,Electronics,2019-01,2
43209,568,2019-01-09,32.48693112527083,Beauty,2019-01,2
47621,548,2019-01-10,113.67606987857651,Beauty,2019-01,3
23517,790,2019-01-10,30.93411015703259,Clothing,2019-01,3
4348,648,2019-01-10,137.03446094724373,Clothing,2019-01,3
26249,620,2019-01-10,49.16690055801077,Beauty,2019-01,3
35785,821,2019-01-10,25.876048937366097,Clothing,2019-01,3
18532,660,2019-01-10,4.462733584020673,Beauty,2019-01,3
31,831,2019-01-10,217.37815848998704,Home,2019-01,3
32493,794,2019-01-10,118.39633470462624,Food,2019-01,3
28956,231,2019-01-10,269.5350398134364,Home,2019-01,3
32425,777,2019-01-10,78.19149131392645,Home,2019-01,3
12298,105,2019-01-10,19.051476819744277,Beauty,2019-01,3
5646,456,2019-01-10,73.16197976204418,Clothing,2019-01,3
49834,192,2019-01-10,10.142783415669603,Electronics,2019-01,3
1480,802,2019-01-10,41.079116940001285,Food,2019-01,3
35278,954,2019-01-10,37.088746019607775,Home,2019-01,3
712,85,2019-01-10,40.780448400707066,Food,2019-01,3
14601,152,2019-01-10,28.06924916210367,Food,2019-01,3
48864,242,2019-01-10,228.8557747021463,Electronics,2019-01,3
42955,463,2019-01-10,107.10280624394402,Home,2019-01,3
